order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,delivery_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,hub_name,zone,hub_type,capacity_score,complaint_count,total_compensation,avg_resolution_days,incident_count,avg_resolved_hours,is_failed,has_complaint,has_incident,cost_per_km,high_risk_delivery
O00344,C0594,Parcel,2024-08-28 06:50:00,6,Central,North,Medium,104.62,API,1,DL00565,D151,V022,H06,2024-08-28 08:16:00,2024-08-28 10:17:14.247044,OnTime,14.95,2.0,0.0,3.82,8.75,70,East,Consumer,2025-10-20 16:41:00,97.4,22.5,Web,Active,Airport Hub,Airport,Dispatch,71.0,0.0,0.0,,0.0,,0,0,0,0.5852842809364549,0
O00345,C0337,Retail,2025-10-04 22:00:00,6,East,Central,High,27.35,Phone,0,DL00544,D154,V082,H08,2025-10-04 22:41:00,2025-10-05 13:48:30.623730,Delayed,13.93,2.0,0.0,3.17,8.53,71,North,Consumer,2025-10-06 06:05:00,45.8,52.4,Web,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,0.0,,0,0,0,0.6123474515434314,0
O00346,C0500,Retail,2024-02-08 04:32:00,2,Riverside,East,Medium,84.74,App,0,,,,,,,,,,,,,47,East,Consumer,2025-12-30 19:44:00,90.6,20.6,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00347,C0004,Parcel,2025-09-01 07:36:00,12,South,South,Medium,78.58,,0,DL00335,D082,V069,H05,2025-09-01 08:39:00,2025-09-01 19:54:32.954454,OnTime,12.56,0.0,0.0,4.4,15.64,75,Central,Consumer,2025-08-19 01:58:00,32.5,33.0,App,Active,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,0,0,0,1.2452229299363058,0
O00348,C0372,Parcel,2025-03-16 22:06:00,2,North,South,High,58.25,Web,0,DL00409,D047,V094,H04,2025-03-17 00:31:00,2025-03-16 22:30:00.000000,OnTime,8.1,0.0,0.0,2.89,10.1,34,West,Consumer,2024-02-04 22:21:00,26.2,59.4,Phone,Active,West Gate,West,Dispatch,69.0,1.0,34.82,15.0,0.0,,0,1,0,1.2469135802469136,1
O00349,C0161,Business,2024-01-21 01:57:00,2,North,Central,Medium,55.21,API,0,,,,,,,,,,,,,42,North,Consumer,2024-06-07 22:41:00,87.1,36.6,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00350,C0197,Retail,2024-11-20 02:56:00,4,East,West,High,13.42,App,0,DL00666,D055,V066,H05,2024-11-20 04:37:00,2024-11-20 06:18:52.302593,OnTime,5.38,0.0,0.0,4.67,10.56,29,Riverside,Consumer,2024-11-08 16:48:00,58.4,62.0,App,Active,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,0,0,0,1.962825278810409,0
O00351,C0259,Parcel,2024-04-22 03:31:00,1,Airport,West,Medium,20.77,Web,1,DL00525,D038,V006,H01,2024-04-22 05:04:00,2024-04-22 05:42:26.815920,OnTime,28.2,2.0,0.0,4.04,19.16,43,Central,Consumer,2024-07-29 07:47:00,78.3,42.2,App,Dormant,North Exchange,North,Dispatch,82.0,2.0,20.75,8.0,1.0,1.0,0,1,1,0.6794326241134752,1
O00352,C0097,Parcel,2024-05-19 16:27:00,4,Airport,North,Low,271.29,App,0,DL00287,D138,V099,H01,2024-05-19 17:01:00,2024-05-19 21:25:24.547937,OnTime,36.08,2.0,0.0,4.24,24.5,46,Airport,SME,2025-02-14 23:51:00,55.6,39.2,Web,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,0.0,,0,0,0,0.6790465631929047,0
O00353,C0354,Business,2024-01-03 05:14:00,4,West,Airport,Low,135.85,Phone,0,,,,,,,,,,,,,35,Airport,Consumer,2024-11-07 04:40:00,87.8,41.4,App,Active,,,,,1.0,26.95,5.0,0.0,,0,1,0,,1
O00354,C0154,Parcel,2025-12-02 17:09:00,2,East,Riverside,Low,78.37,Web,0,DL00101,D141,V115,H06,2025-12-02 18:06:00,2025-12-02 19:18:47.006775,OnTime,21.63,0.0,0.0,4.12,14.3,23,East,SME,2024-09-22 17:57:00,47.5,60.1,Phone,Active,Airport Hub,Airport,Dispatch,71.0,0.0,0.0,,0.0,,0,0,0,0.6611188164586224,0
O00355,C0006,Passenger,2025-10-10 23:34:00,4,Riverside,Riverside,Medium,59.47,App,0,DL00912,D011,V095,H02,2025-10-11 00:12:00,2025-10-11 15:59:08.940020,Delayed,21.47,2.0,0.0,3.69,9.33,41,West,Consumer,2024-03-29 13:26:00,39.9,43.3,Web,Active,South Link,South,Dispatch,78.0,0.0,0.0,,0.0,,0,0,0,0.4345598509548207,0
O00356,C0430,Medical,2025-05-27 03:33:00,4,Riverside,Airport,Medium,64.6,App,0,DL00817,D097,V078,H01,2025-05-27 05:41:00,2025-05-27 07:33:29.622512,OnTime,10.07,0.0,0.0,3.25,17.74,29,East,Consumer,2025-05-08 17:34:00,38.3,87.0,Web,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,0.0,,0,0,0,1.7616683217477653,0
O00357,C0608,Retail,2024-12-28 15:58:00,2,Central,South,Medium,171.28,Phone,0,DL00608,D143,V042,H01,2024-12-28 16:27:00,2024-12-28 16:28:21.233113,OnTime,9.33,2.0,0.0,4.24,8.18,46,West,SME,2024-02-23 08:40:00,56.0,63.9,Phone,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,1.0,4.9,0,0,1,0.8767416934619506,1
O00358,C0273,Passenger,2024-03-20 11:13:00,4,Riverside,Central,Low,94.51,App,0,DL00048,D045,V093,H05,2024-03-20 13:40:00,2024-03-20 18:11:50.892104,Delayed,7.37,0.0,0.0,3.33,14.67,61,South,Consumer,2025-06-12 09:29:00,23.8,56.7,App,Active,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,0,0,0,1.9905020352781546,0
O00359,C0048,Passenger,2024-08-17 23:04:00,24,East,Central,High,134.58,Web,0,DL00510,D057,V004,H01,2024-08-17 23:15:00,2024-08-18 20:50:19.862546,OnTime,12.07,0.0,0.0,4.04,18.19,19,Riverside,SME,2024-10-21 04:47:00,48.5,53.8,App,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,0.0,,0,0,0,1.5070422535211268,0
O00360,C0506,Passenger,2024-10-06 22:11:00,1,Central,Central,High,111.56,App,0,,,,,,,,,,,,,19,Airport,Enterprise,2025-06-14 05:24:00,56.3,62.0,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00361,C0345,Business,2024-01-16 08:17:00,1,East,South,Low,256.22,App,0,DL00613,D102,V020,H04,2024-01-16 11:16:00,2024-01-16 10:11:31.409394,OnTime,14.31,2.0,0.0,4.93,15.26,18,North,Consumer,2025-06-24 14:28:00,93.5,56.9,Web,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,0,0,0,1.06638714185884,0
O00362,C0586,Medical,2024-03-11 01:12:00,4,Central,Riverside,High,43.69,Phone,0,,,,,,,,,,,,,47,Central,Consumer,2024-09-11 05:57:00,87.4,66.2,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00363,C0230,Passenger,2025-06-04 01:26:00,4,Riverside,South,High,35.91,App,1,DL00170,D020,V093,H04,2025-06-04 03:57:00,2025-06-04 05:40:45.827408,OnTime,10.59,0.0,0.0,4.07,10.74,70,Airport,Consumer,2024-09-27 02:09:00,62.2,59.9,Web,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,1.0,8.2,0,0,1,1.0141643059490086,1
O00364,C0354,Medical,2025-07-23 11:17:00,12,West,Central,Critical,114.81,App,0,,,,,,,,,,,,,35,Airport,Consumer,2024-11-07 04:40:00,87.8,41.4,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00365,C0237,Medical,2024-01-11 10:44:00,4,East,West,Low,21.18,Phone,1,DL00662,D118,V013,H03,2024-01-11 13:00:00,2024-01-11 14:14:42.407650,OnTime,21.14,0.0,0.0,4.62,16.89,40,South,Consumer,2024-11-29 23:31:00,30.0,51.8,Web,Active,East Dock,East,Warehouse,74.0,0.0,0.0,,0.0,,0,0,0,0.7989593188268685,0
O00366,C0592,Business,2024-02-12 20:29:00,24,Central,South,High,52.46,App,0,DL00369,D011,V044,H05,2024-02-12 22:37:00,2024-02-14 06:15:16.530828,Delayed,13.48,0.0,0.0,1.44,12.48,54,West,Consumer,2024-07-20 04:26:00,33.2,33.1,App,Active,Central Core,Central,Control,88.0,0.0,0.0,,1.0,15.8,0,0,1,0.9258160237388724,1
O00367,C0162,Passenger,2025-07-11 09:35:00,4,South,North,High,46.71,Phone,0,,,,,,,,,,,,,61,Airport,Enterprise,2025-11-07 11:09:00,63.7,76.9,Web,Suspended,,,,,2.0,18.74,9.5,0.0,,0,1,0,,1
O00368,C0552,Business,2024-12-04 22:26:00,4,Central,North,High,89.38,App,1,DL00803,D080,V093,H05,2024-12-05 00:47:00,2024-12-05 02:50:15.142329,OnTime,13.02,3.0,0.0,3.98,12.99,41,North,Consumer,2024-04-17 08:34:00,62.4,68.2,App,Active,Central Core,Central,Control,88.0,1.0,41.06,6.0,0.0,,0,1,0,0.9976958525345623,1
O00369,C0093,Business,2024-10-02 12:27:00,6,Ctr,Riverside,Medium,70.75,Phone,0,DL00824,D036,V080,H02,2024-10-02 13:42:00,2024-10-03 02:44:49.779290,Failed,10.19,2.0,0.0,4.45,7.81,48,North,Consumer,2024-08-16 17:34:00,41.2,56.3,App,Active,South Link,South,Dispatch,78.0,1.0,12.62,15.0,0.0,,1,1,0,0.7664376840039254,1
O00370,C0021,Parcel,2024-11-21 17:26:00,4,South,South,High,74.04,Phone,0,DL00070,D018,V036,H07,2024-11-21 18:37:00,2024-11-21 21:57:39.434015,OnTime,16.35,0.0,0.0,4.64,18.11,30,Central,SME,2025-07-31 01:39:00,63.6,40.8,Phone,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,0.0,,0,0,0,1.1076452599388378,0
O00371,C0530,Business,2025-01-27 04:24:00,4,North,North,Medium,73.83,Web,1,DL00766,D082,V088,H07,2025-01-27 04:54:00,2025-01-27 12:48:47.192242,Failed,10.55,0.0,0.0,2.58,13.84,28,West,SME,2025-05-31 12:41:00,55.9,35.1,Partner API,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,2.0,8.6,1,0,1,1.3118483412322275,1
O00372,C0536,Parcel,2025-01-29 13:51:00,2,South,Riverside,Low,57.99,App,1,DL00936,D087,V098,H03,2025-01-29 15:05:00,2025-01-29 14:49:44.580725,OnTime,5.84,2.0,0.0,4.74,11.21,56,North,Consumer,2024-08-14 02:53:00,54.5,88.4,App,Active,East Dock,East,Warehouse,74.0,0.0,0.0,,0.0,,0,0,0,1.9195205479452058,0
O00373,C0372,Parcel,2024-05-26 20:00:00,24,North,Central,Medium,95.4,App,0,,,,,,,,,,,,,34,West,Consumer,2024-02-04 22:21:00,26.2,59.4,Phone,Active,,,,,1.0,37.07,8.0,0.0,,0,1,0,,1
O00374,C0343,Parcel,2024-09-01 19:32:00,24,North,Riverside,Medium,93.34,Web,0,,,,,,,,,,,,,75,Central,Consumer,2025-04-29 18:31:00,58.3,71.3,Web,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00375,C0012,Medical,2024-09-17 22:39:00,4,Central,East,High,150.39,Phone,0,DL00205,D039,V024,H03,2024-09-17 23:26:00,2024-09-18 02:13:34.429413,OnTime,7.16,3.0,0.0,4.17,12.58,60,Airport,Consumer,2025-02-10 01:14:00,46.3,74.4,App,Active,East Dock,East,Warehouse,74.0,0.0,0.0,,1.0,19.2,0,0,1,1.7569832402234637,1
O00376,C0286,Passenger,2025-01-21 07:52:00,12,North,West,Critical,33.38,API,0,DL00151,D131,V048,H03,2025-01-21 09:34:00,2025-01-21 19:14:52.380038,OnTime,12.77,1.0,0.0,4.77,10.12,59,East,Consumer,2024-04-25 22:23:00,87.7,51.5,Web,Active,East Dock,East,Warehouse,74.0,0.0,0.0,,0.0,,0,0,0,0.7924823805794832,0
O00377,C0131,Retail,2024-07-22 21:07:00,12,Airport,East,Medium,213.06,App,1,DL00361,D007,V051,H07,2024-07-22 23:59:00,2024-07-23 12:06:00.358864,OnTime,25.24,0.0,0.0,4.4,13.28,68,South,Consumer,2025-07-11 13:53:00,57.2,75.8,Web,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,0.0,,0,0,0,0.526148969889065,0
O00378,C0485,Retail,2024-03-29 19:50:00,6,North,North,High,172.56,Web,1,,,,,,,,,,,,,41,Riverside,SME,2024-04-02 12:36:00,52.4,27.0,App,Active,,,,,1.0,38.34,18.0,0.0,,0,1,0,,1
O00379,C0648,Parcel,2024-02-04 22:03:00,4,North,East,Medium,52.58,Web,0,,,,,,,,,,,,,47,Airport,Consumer,2025-01-11 10:49:00,57.2,74.0,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00380,C0057,Passenger,2025-02-19 22:35:00,6,North,North,Low,95.96,App,0,DL00783,D099,V015,H07,2025-02-20 00:44:00,2025-02-20 20:49:44.816047,Failed,8.95,2.0,1.0,1.67,16.86,29,North,Consumer,2024-06-03 07:42:00,68.2,37.1,Web,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,1.0,11.8,1,0,1,1.8837988826815644,1
O00381,C0420,Parcel,2024-11-28 21:41:00,24,East,West,Low,67.67,Web,0,DL00861,D056,V094,H05,2024-11-29 00:04:00,2024-11-29 21:39:14.831680,OnTime,18.99,0.0,0.0,4.91,16.77,30,North,Enterprise,2025-01-30 08:58:00,63.0,79.9,App,Active,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,0,0,0,0.8830963665086888,0
O00382,C0463,Retail,2025-03-29 17:42:00,6,Central,Riverside,High,54.18,API,0,,,,,,,,,,,,,39,Riverside,Consumer,2024-12-14 04:02:00,49.2,33.6,App,Dormant,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00383,C0442,Retail,2024-11-19 14:36:00,4,West,East,Critical,109.08,App,0,DL00776,D036,V069,H02,2024-11-19 17:12:00,2024-11-19 15:56:11.367810,OnTime,15.59,0.0,0.0,4.41,14.25,23,West,Consumer,2025-01-16 08:47:00,51.5,53.9,App,Active,South Link,South,Dispatch,78.0,0.0,0.0,,1.0,1.4,0,0,1,0.914047466324567,1
O00384,C0469,Medical,2024-01-01 15:47:00,4,Ctr,Central,Low,12.58,Web,0,DL00890,D103,V020,H03,2024-01-01 16:28:00,2024-01-02 02:33:42.522654,Delayed,9.61,0.0,0.0,3.51,9.44,20,North,Consumer,2024-11-15 02:13:00,,60.5,App,Active,East Dock,East,Warehouse,74.0,1.0,26.41,16.0,0.0,,0,1,0,0.9823100936524454,1
O00385,C0646,Passenger,2025-10-24 15:32:00,4,Riverside,Riverside,Medium,226.69,Phone,0,DL00688,D117,V068,H03,2025-10-24 17:08:00,2025-10-24 17:53:05.729635,OnTime,17.58,0.0,0.0,4.16,13.79,64,South,SME,2024-12-25 08:59:00,71.4,32.6,App,Active,East Dock,East,Warehouse,74.0,1.0,16.36,17.0,2.0,6.95,0,1,1,0.7844141069397043,1
O00386,C0250,Medical,2024-12-16 18:34:00,6,Central,Ctr,Medium,95.67,Web,0,DL00731,D158,V042,H05,2024-12-16 21:08:00,2024-12-17 15:02:20.510372,Failed,18.68,3.0,1.0,3.05,12.76,58,West,SME,2024-02-21 20:01:00,,63.6,App,Suspended,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,1,0,0,0.683083511777302,1
O00387,C0470,Passenger,2025-01-24 07:52:00,1,South,East,High,107.34,Phone,0,,,,,,,,,,,,,39,East,SME,2024-02-02 15:35:00,45.1,57.8,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00388,C0292,Retail,2025-10-06 23:55:00,4,North,Riverside,High,66.17,App,0,DL00699,D133,V091,H02,2025-10-07 00:43:00,2025-10-07 04:23:12.272724,OnTime,13.59,1.0,0.0,4.11,13.94,24,South,Consumer,2025-03-02 11:24:00,73.2,57.9,App,Active,South Link,South,Dispatch,78.0,0.0,0.0,,0.0,,0,0,0,1.0257542310522443,0
O00389,C0361,Passenger,2025-01-22 11:45:00,4,Central,Riverside,Low,65.05,App,0,DL00256,D105,V088,H01,2025-01-22 12:35:00,2025-01-22 19:44:37.435823,Delayed,8.17,1.0,0.0,3.16,14.91,65,South,Consumer,2024-01-11 17:19:00,,49.3,Web,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,1.0,21.7,0,0,1,1.824969400244798,1
O00390,C0150,Passenger,2024-03-06 12:33:00,6,North,North,Medium,42.46,Web,0,DL00104,D102,V111,H06,2024-03-06 12:50:00,2024-03-06 20:08:19.088413,OnTime,8.75,0.0,0.0,4.45,7.5,58,North,Consumer,2025-06-08 06:44:00,88.8,60.9,App,Active,Airport Hub,Airport,Dispatch,71.0,0.0,0.0,,0.0,,0,0,0,0.8571428571428571,0
O00391,C0541,Retail,2024-09-29 19:42:00,1,West,Riverside,High,12.76,API,0,,,,,,,,,,,,,48,Central,Consumer,2025-05-29 15:13:00,26.8,21.6,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00392,C0356,Retail,2025-11-24 10:04:00,6,East,Riverside,Medium,73.04,App,0,DL00892,D163,V115,H07,2025-11-24 12:15:00,2025-11-24 14:18:34.201194,OnTime,9.31,1.0,0.0,4.42,14.7,51,North,Consumer,2025-03-23 22:48:00,76.2,41.3,Web,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,0.0,,0,0,0,1.5789473684210524,0
O00393,C0573,Parcel,2025-10-05 17:42:00,4,Central,East,Low,64.93,Web,0,,,,,,,,,,,,,47,Airport,SME,2025-02-27 18:19:00,57.3,74.4,App,Active,,,,,1.0,33.09,18.0,0.0,,0,1,0,,1
O00394,C0479,Retail,2024-08-16 19:48:00,12,Airport,West,Medium,71.08,App,1,DL00015,D067,V056,H04,2024-08-16 22:47:00,2024-08-17 08:15:56.080634,OnTime,26.58,3.0,0.0,4.47,21.64,48,North,Enterprise,2025-08-03 11:26:00,59.1,53.9,App,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,0,0,0,0.8141459744168549,0
O00395,C0060,Passenger,2024-09-28 08:58:00,1,West,East,Medium,20.16,Web,0,DL00434,D031,V063,H04,2024-09-28 10:53:00,2024-09-28 18:08:55.461530,Delayed,16.69,0.0,1.0,3.34,16.51,52,Central,Consumer,2024-10-15 00:09:00,85.2,83.5,App,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,1.0,2.3,0,0,1,0.9892150988615938,1
O00396,C0475,Retail,2025-04-29 23:22:00,12,Central,East,Medium,63.67,App,0,DL00507,D021,V030,H07,2025-04-30 00:13:00,,Delayed,15.18,2.0,0.0,2.53,10.76,47,Central,Consumer,2024-06-16 12:44:00,81.9,37.5,App,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,1.0,18.4,0,0,1,0.7088274044795784,1
O00397,C0417,Parcel,2025-06-18 18:30:00,12,Airport,South,Medium,42.94,App,1,DL00232,D050,V101,H06,2025-06-18 19:47:00,2025-06-19 09:18:18.249166,OnTime,29.8,1.0,0.0,3.71,14.58,72,West,Consumer,2025-09-01 20:04:00,69.7,58.2,App,Dormant,Airport Hub,Airport,Dispatch,71.0,0.0,0.0,,0.0,,0,0,0,0.4892617449664429,0
O00398,C0382,Business,2025-08-07 07:09:00,4,East,Airport,Medium,56.33,App,0,,,,,,,,,,,,,32,South,Consumer,2024-08-16 15:26:00,60.9,77.8,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00399,C0644,Parcel,2024-03-08 16:23:00,4,Central,Airport,Low,30.74,App,0,DL00922,D112,V090,H07,2024-03-08 19:10:00,2024-03-08 22:43:49.202012,Delayed,12.65,5.0,1.0,3.39,14.07,46,Riverside,Consumer,2024-10-28 10:21:00,51.1,64.4,App,Active,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,1.0,0.1,0,0,1,1.1122529644268775,1
O00400,C0426,Retail,2025-06-20 06:33:00,6,North,East,High,145.15,Web,1,DL00130,D113,V042,H03,2025-06-20 08:41:00,2025-06-20 12:30:11.038552,OnTime,17.1,0.0,0.0,3.87,13.53,25,Riverside,SME,2025-01-05 19:05:00,49.0,47.1,App,Dormant,East Dock,East,Warehouse,74.0,1.0,10.94,12.0,0.0,,0,1,0,0.7912280701754385,1
O00401,C0252,Medical,2024-06-22 11:15:00,24,East,Airport,Low,28.61,Web,0,DL00873,D049,V107,H07,2024-06-22 12:48:00,2024-06-23 10:19:08.707674,OnTime,10.68,0.0,0.0,3.77,10.34,38,North,Consumer,2024-09-07 15:16:00,71.3,30.9,App,Active,Riverside Hub,Riverside,Warehouse,66.0,1.0,61.11,11.0,0.0,,0,1,0,0.9681647940074907,1
O00402,C0104,Retail,2025-11-20 05:09:00,4,West,East,Medium,121.87,App,1,DL00072,D110,V027,H05,2025-11-20 06:20:00,2025-11-20 19:21:38.642714,Delayed,28.51,0.0,0.0,3.28,15.11,39,East,Consumer,2024-12-23 11:05:00,66.2,28.6,App,Active,Central Core,Central,Control,88.0,0.0,0.0,,1.0,17.3,0,0,1,0.5299894773763592,1
O00403,C0573,Business,2025-11-08 14:11:00,4,Riverside,Airport,Critical,44.48,API,1,,,,,,,,,,,,,47,Airport,SME,2025-02-27 18:19:00,57.3,74.4,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00404,C0139,Passenger,2025-10-17 20:55:00,1,South,Airport,Medium,213.39,Phone,0,DL00811,D160,V082,H01,2025-10-17 23:22:00,2025-10-17 21:59:16.160742,OnTime,8.18,0.0,0.0,3.16,10.81,60,Central,SME,2024-06-02 05:09:00,51.7,71.5,App,Active,North Exchange,North,Dispatch,82.0,1.0,8.19,7.0,0.0,,0,1,0,1.321515892420538,1
O00405,C0055,Business,2024-02-14 10:24:00,6,Ctr,Riverside,Critical,142.88,App,0,DL00842,D102,V114,H07,2024-02-14 12:17:00,2024-02-14 16:30:15.173103,OnTime,5.55,1.0,0.0,3.88,8.89,34,East,Enterprise,2025-11-30 12:14:00,80.3,50.5,App,Suspended,Riverside Hub,Riverside,Warehouse,66.0,0.0,0.0,,0.0,,0,0,0,1.6018018018018019,0
O00406,C0631,Retail,2025-01-05 13:07:00,2,Airport,Riverside,Critical,59.17,App,0,DL00200,D160,V106,H06,2025-01-05 13:23:00,2025-01-05 14:10:14.767186,OnTime,31.46,2.0,0.0,4.38,16.38,44,North,Consumer,2024-02-12 04:44:00,65.8,81.4,Web,Active,Airport Hub,Airport,Dispatch,71.0,2.0,49.96,6.5,0.0,,0,1,0,0.5206611570247933,1
O00407,C0575,Medical,2025-02-23 04:44:00,12,West,Ctr,High,189.02,Web,0,DL00884,D056,V105,H01,2025-02-23 07:26:00,2025-02-23 18:31:02.305838,OnTime,12.58,1.0,0.0,4.81,14.99,25,Riverside,Consumer,2025-01-10 19:53:00,77.2,72.1,Web,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,0.0,,0,0,0,1.1915739268680445,0
O00408,C0446,Parcel,2024-09-14 12:06:00,24,North,West,High,58.75,App,0,DL00454,D102,V088,H04,2024-09-14 14:20:00,2024-09-15 12:01:49.742714,OnTime,8.57,0.0,0.0,3.94,18.59,20,Airport,SME,2025-08-15 06:20:00,65.9,37.5,Partner API,Dormant,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,0,0,0,2.1691948658109683,0
O00409,C0065,Passenger,2025-01-08 11:42:00,6,South,North,Medium,38.48,App,0,DL00855,D154,V076,H08,2025-01-08 12:04:00,2025-01-09 09:15:54.067994,Delayed,7.29,0.0,0.0,3.36,13.69,44,Ctr,Consumer,2025-11-23 23:03:00,52.8,55.6,Web,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,2.0,24.549999999999997,0,0,1,1.877914951989026,1
O00410,C0174,Medical,2025-06-19 16:19:00,1,East,West,Medium,39.34,Phone,1,,,,,,,,,,,,,74,North,Consumer,2025-06-13 19:18:00,93.5,100.0,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
O00411,C0497,Business,2025-04-08 21:05:00,4,Central,Central,Medium,71.11,App,0,,,,,,,,,,,,,65,North,Consumer,2024-02-14 15:20:00,48.8,51.9,App,Active,,,,,1.0,15.35,11.0,0.0,,0,1,0,,1
O00412,C0601,Passenger,2024-10-08 12:18:00,6,North,Airport,Critical,54.76,App,0,DL00420,D093,V078,H05,2024-10-08 14:08:00,2024-10-08 18:14:08.619955,OnTime,10.0,0.0,0.0,4.12,9.3,34,Airport,Consumer,2025-03-23 23:58:00,56.7,66.0,Phone,Active,Central Core,Central,Control,88.0,0.0,0.0,,0.0,,0,0,0,0.93,0
O00413,C0183,Passenger,2025-04-01 22:07:00,4,Airport,North,Low,35.52,App,0,DL00571,D003,V029,H01,2025-04-01 22:46:00,2025-04-02 03:26:31.358277,OnTime,23.53,3.0,0.0,4.5,14.49,44,Ctr,SME,2025-12-18 10:05:00,64.5,72.8,App,Active,North Exchange,North,Dispatch,82.0,0.0,0.0,,0.0,,0,0,0,0.615809604759881,0
O00414,C0023,Parcel,2025-04-05 20:30:00,6,South,West,Medium,283.98,App,0,DL00427,D165,V058,H07,2025-04-05 22:47:00,2025-04-06 01:32:54.763589,OnTime,9.53,0.0,0.0,3.92,9.98,52,South,Consumer,2025-06-28 13:49:00,73.1,45.2,Web,Active,Riverside Hub,Riverside,Warehouse,66.0,1.0,16.83,4.0,0.0,,0,1,0,1.0472193074501575,1
O00415,C0591,Retail,2024-06-27 16:09:00,4,Ctr,Riverside,Medium,19.76,App,0,DL00542,D125,V114,H02,2024-06-27 18:22:00,2024-06-27 21:23:54.066359,OnTime,7.18,0.0,0.0,4.19,5.99,60,West,Enterprise,2025-09-19 17:42:00,,35.8,App,Active,South Link,South,Dispatch,78.0,0.0,0.0,,0.0,,0,0,0,0.8342618384401115,0
O00416,C0552,Medical,2024-01-07 21:08:00,2,Airport,Airport,High,26.83,App,0,DL00095,D031,V005,H08,2024-01-07 23:00:00,2024-01-07 21:37:11.579245,OnTime,28.69,1.0,0.0,5.0,13.48,41,North,Consumer,2024-04-17 08:34:00,62.4,68.2,App,Active,Midtown Relay,Central,Charging,63.0,0.0,0.0,,1.0,18.6,0,0,1,0.46985012199372606,1
O00417,C0486,Retail,2025-01-10 15:33:00,4,South,Riverside,Low,113.56,,0,DL00939,D007,V076,H01,2025-01-10 17:25:00,2025-01-10 21:08:01.948187,OnTime,1.2,0.0,0.0,4.17,11.3,50,West,Enterprise,2025-01-08 14:49:00,52.5,76.4,App,Active,North Exchange,North,Dispatch,82.0,2.0,6.32,2.5,1.0,20.1,0,1,1,9.416666666666668,1
O00418,C0467,Passenger,2025-11-07 07:39:00,12,Riverside,South,Critical,46.83,Web,0,DL00327,D102,V023,H04,2025-11-07 07:55:00,2025-11-07 19:57:47.382670,OnTime,9.17,0.0,0.0,4.78,9.88,49,West,Enterprise,2024-12-01 13:43:00,58.7,31.7,Web,Active,West Gate,West,Dispatch,69.0,0.0,0.0,,0.0,,0,0,0,1.0774263904034898,0
O00419,C0013,Retail,2025-01-14 16:21:00,24,West,East,Medium,187.6,App,0,,,,,,,,,,,,,30,East,Enterprise,2024-02-17 17:54:00,31.3,51.7,App,Active,,,,,0.0,0.0,,0.0,,0,0,0,,0
